order_id|product_id
31|48946
31|22935
31|21903
31|31717
31|4920
31|25647
31|49156
31|29926
31|47900
31|9436
331|44632
331|38456
331|25146
331|30884
331|17570
331|18105
331|6846
331|19125
331|17535
331|46257
331|38941
331|29256
331|19129
331|33198
331|28985
331|42731
331|37892
331|7628
331|34969
331|45
331|7419
331|41771
331|35072
331|38562
331|13176
331|47626
331|31553
331|15945
383|3678
428|46822
442|17872
442|39732
442|40031
442|47766
442|27845
442|44765
442|4421
442|35951
442|9385
624|30532
624|45511
624|5994
624|40836
624|40136
624|43154
724|29941
724|18873
724|48988
724|27966
724|21137
724|47209
792|9020
792|790
792|31506
792|19677
792|35221
1363|28204
1363|13176
1363|16618
1363|39698
1363|44142
1363|34969
1363|11307
1363|3348
1363|26459
1363|46672
1363|46934
1410|26209
1410|47626
1410|29987
1410|22829
1410|47209
1410|45
1410|22935
1410|42701
1410|49191
1410|21850
1558|38777
1558|12026
1558|29662
1558|28199
1558|34530
1558|21616
1558|43122
1558|48595
1558|48086
1558|47333
1558|39429
1558|26315
1558|14183
1558|34243
1558|6104
1558|22474
1558|27966
1558|8277
1558|40992
1845|790
1845|941
1845|28842
1845|14197
1845|4086
1845|8670
1845|39107
1845|24053
1845|5025
2060|12069
2060|27845
2060|11777
2060|16797
2060|22825
2060|39275
2060|47734
2060|32429
2089|44663
2089|19025
2089|39549
2089|48974
2089|28289
2089|47209
2089|25931
2089|25525
2089|15984
2089|38312
2089|49026
2089|48220
2089|9687
2089|44422
2089|42294
2089|10904
2089|26800
2089|46106
2089|4162
2089|8021
2312|14870
2312|5015
2312|6651
2312|19057
2312|6638
2312|27086
2312|42380
2312|28851
2312|16902
2312|26131
2503|29182
2503|47209
2503|45123
2503|5479
2503|44142
2766|39094
2766|32935
2766|34262
2766|38293
2766|31040
2782|34866
2782|31257
2782|46979
2782|17794
2782|42680
2782|6238
2782|5184
2836|9576
2836|41131
2836|16139
2873|35167
2873|47042
2873|5165
2873|40706
2873|39275
2873|37188
2873|15693
2873|19677
2873|43874
2930|22825
2930|11520
3283|22565
3283|39678
3283|21137
3283|13176
3283|27966
3283|38456
3283|4149
3283|10360
3283|46969
3283|8174
3283|7578
3283|38383
3283|15872
3283|10749
3283|43768
3283|15290
3283|44047
3283|22849
3283|2846
3283|17858
3283|31915
3283|45063
3283|26940
3283|15455
3298|49054
3298|20877
3298|11951
3298|33931
3298|24831
3476|43263
3476|11520
3476|49496
4496|1824
4496|2091
4496|42122
4496|24852
4496|4920
4496|6300
4496|13712
4496|30962
4496|47766
4496|21137
4496|32665
4496|3849
4496|5646
4761|21777
4761|11182
4761|27966
4761|24489
4761|329
4761|5769
4761|24964
4937|1025
4937|22935
5070|35951
5070|34124
5070|38205
5070|8163
5070|30639
5070|42404
5070|6860
5070|24195
5473|13176
5473|41220
5473|34448
5473|12033
5473|24838
5473|28902
5473|28199
5473|4920
5754|23375
5794|36764
5794|42987
5794|19660
5794|13176
5794|44728
5794|45066
5794|37158
5794|19678
5794|33000
5794|2544
5794|4541
5794|39968
5794|41844
5794|35898
5794|28427
5794|43712
5794|7963
5794|17027
5794|40852
5819|48454
5819|34407
5819|9175
5819|41278
5819|29735
5819|649
5819|7881
5819|47766
5819|10243
5819|1408
5819|7419
5819|48364
5819|4605
5948|9076
5948|16797
5948|21872
5948|10246
5948|33352
5948|47734
5948|27336
5948|18880
5948|18176
5948|19659
5948|39024
6409|15902
6409|24852
6409|29691
6409|32231
6409|49235
6409|37103
6409|35132
6409|14996
6409|25340
6409|14766
6409|38890
6451|39928
6451|5450
6451|11005
6451|8277
6451|30776
6451|44422
6451|6598
6909|26283
6909|28278
6909|31720
6909|30489
6909|49383
6909|12456
6909|11422
6909|12341
6909|35561
7056|4593
7056|45081
7056|47271
7056|34339
7069|23178
7069|47626
7069|27243
7069|32192
7069|11262
7069|21153
7069|287
7069|16797
7069|37004
7069|28307
7069|45594
7069|14992
7069|47802
7069|15872
7295|8955
7295|17568
7295|33647
7295|34969
7295|43073
7295|37687
7295|13874
7295|42244
7295|14486
7295|17461
7295|22888
7295|47766
7295|24852
7335|14276
7335|17080
7335|6137
7335|40545
7335|6848
7482|37355
7482|795
7482|24852
7488|17600
7488|18721
7488|39041
7488|46023
7488|25232
7488|31960
7488|24427
7488|37990
7488|19468
7488|43867
7488|1511
7513|14540
7513|14704
7513|20842
7513|22281
7624|14947
7624|16589
7624|15392
7624|10243
7624|17747
7624|9739
7624|18531
7624|1710
7624|16113
7624|44182
7624|37938
7624|15352
7624|31337
7638|32740
7638|13712
7638|33129
7638|15923
7638|21376
7638|42265
7638|47965
7638|31334
7638|34766
7638|43263
7831|39425
7831|24852
7831|30776
7831|47626
7831|7412
7831|25533
7831|46913
7831|35090
7831|40146
7831|48957
7831|26351
7831|25525
7831|13453
7831|15906
7831|44580
7831|34126
7831|47766
7831|14744
8264|24489
8264|4086
8264|3376
8264|13176
8264|44632
8264|19625
8264|22825
8506|8516
8506|42742
8506|47763
8506|13176
8626|31562
8626|5134
8626|13176
8626|19057
8626|37234
8626|27966
8626|22825
8626|25931
8626|45504
8626|35951
8626|2846
8626|47766
8626|6187
8626|1999
8626|42265
8648|38689
8648|24852
8648|35065
8648|4920
8648|31343
8648|44204
8648|17461
8648|37687
8648|34969
8648|22888
8648|42736
8648|16797
8648|46782
8648|21009
8648|49075
8648|47766
8648|12756
8663|365
8663|5077
8663|13806
8663|16185
8663|24852
8663|41806
8663|21137
8663|22963
8663|4920
8663|6873
8668|41220
8668|30391
8668|17678
8668|41544
8668|4995
8668|45104
8668|19706
8668|21288
8668|27544
8853|20818
8853|25138
8853|42936
8853|18150
8853|25346
8853|45416
8859|49139
8859|49172
8859|34504
8859|30532
8859|34550
8859|21338
8859|30675
8859|9634
8942|33198
8942|28204
8942|35921
8942|24830
8942|38964
8942|26856
9022|47000
9022|20955
9053|3914
9053|43026
9053|3616
9053|20378
9053|41319
9461|33381
9461|2086
9461|8357
9461|24082
9461|24489
9461|25949
9461|329
9461|38312
9461|15984
9461|22935
9461|24964
9461|37971
9461|8518
9861|40706
9861|19660
9861|10749
9861|30391
10105|43632
10105|42936
10105|25952
10105|19836
10105|13740
10105|5857
10266|21903
10266|39732
10266|21560
10266|24852
10266|46906
10266|41787
10266|8174
10266|25610
10266|35065
10266|18761
10266|29662
10851|14870
10851|29675
10956|14127
10956|11417
10956|7598
10956|21841
10956|16262
10956|18689
11032|33754
11032|5103
11032|39108
11032|7781
11032|5785
11032|33195
11032|37718
11032|5212
11032|38544
11240|18465
11240|13080
11240|19894
11240|29398
11240|19240
11240|30489
11240|32864
11240|32052
11240|9839
11240|27521
11240|7361
11240|35951
11240|32935
11240|46692
11240|14643
11240|22256
11240|49192
11240|47884
11240|26128
11240|47601
11240|25256
11240|21137
11240|32580
11240|47209
11240|44359
11240|3664
11240|10602
11253|11998
11253|31208
11253|20479
11253|26298
11253|8397
11253|44292
11253|45596
11253|26221
11253|5077
11253|22245
11253|12508
11253|28439
11253|19488
11253|34862
11253|37654
11253|42517
11253|4210
11488|21903
11488|13176
11488|39619
11488|40229
11488|45364
11488|32828
11488|30489
11488|22326
11682|5750
11682|5322
11682|38656
11682|24852
11682|21767
11682|3389
11682|32141
11682|41714
11682|43951
11682|34739
11907|27521
11907|8518
11907|21938
11907|15290
11907|16616
11907|34050
11907|2597
11907|27695
11984|25138
11984|47144
11984|14947
11984|21709
11984|4920
11984|44632
11984|36724
11984|28199
11984|3957
11984|13870
11984|42817
11984|21137
11985|11182
11985|13176
11985|47209
11985|30639
11985|48007
11985|22883
11985|39005
11985|33316
12326|40348
12326|15709
12326|2408
12326|12508
12326|24563
12326|35551
12326|30057
12371|44042
12371|42562
12371|29373
12371|49610
12371|14999
12371|21646
12371|39408
12371|23165
12371|32859
12371|4595
12371|18135
12371|42471
12371|34702
12371|25647
12371|2416
12371|18234
12371|14992
12371|47114
12371|5148
12371|11826
12371|13492
12371|45423
12371|26767
12371|8928
12371|34012
12371|19202
12371|7736
12371|45
12371|18148
12371|49198
12371|23198
12371|31784
12371|30406
12371|3999
12371|38365
12371|14168
12371|28993
12371|1217
12371|48927
12371|49323
12371|9225
12371|5083
12371|11265
12371|42441
12371|40376
12371|22952
12371|8204
12371|11075
12371|33973
12371|34305
12371|5315
12371|260
12371|42406
12371|14563
12371|9634
12371|47626
12371|14161
12371|6749
12371|19653
12371|43867
12371|41635
12371|34358
12371|4006
12371|48079
12371|9972
12371|49474
12371|20674
12371|31043
12569|130
12654|18656
12654|47209
12654|42265
12654|36070
12774|32300
12774|30073
12774|25844
12774|43951
12774|31553
12904|16008
12904|14947
12904|21709
12904|28199
12915|25138
12915|44008
12915|39475
12915|24852
12915|9825
12915|162
12915|37825
12915|35921
12930|21437
12930|43154
13673|1463
13673|42445
13673|46770
13673|42300
13673|13176
13673|21903
13673|15392
13673|34423
13673|11193
13673|17281
13673|13765
13673|34065
13673|33929
13673|9324
13673|23291
13673|27966
13673|1907
13673|39427
13673|35461
13673|2228
13673|40706
13673|44359
13673|35750
13673|3081
13673|3884
13673|17794
13673|8478
13673|14491
13673|29506
13673|30776
13673|1653
13673|36724
13673|8615
13673|5134
13673|27521
13962|30489
13962|49683
13962|38618
13962|24852
13962|2781
13962|34969
13962|43522
13962|47792
13962|47766
13962|2581
13962|42585
13962|26209
13962|27156
13962|18923
13962|27509
13962|1542
13962|27216
13999|35383
13999|39099
13999|32843
13999|45066
13999|24363
13999|11143
13999|22559
13999|38889
14208|36923
14208|39404
14208|18432
14208|14952
14208|15777
14208|28993
14208|43768
14208|24184
14208|13688
14208|45007
14208|47766
14208|2639
14208|33791
14208|19878
14208|34358
14208|41086
14208|34878
14208|46979
14282|8174
14282|27104
14282|30391
14282|46969
14282|22825
14282|26790
14282|38689
14282|28946
14282|48628
14282|5450
14717|34969
14717|42356
14717|15269
14717|6046
14717|41665
14717|28993
14717|27323
14717|44533
15315|2519
15315|29429
15315|7762
15315|424
15315|21100
15315|19174
15315|6814
15374|16797
15374|16616
15374|2780
15374|17400
15374|26315
15374|36651
15388|31981
15388|7992
15388|1774
15388|48099
15388|21497
15388|39170
15388|14335
15388|14694
15388|27868
15388|30958
15388|623
15388|21781
16629|48857
16629|44834
16629|9848
16629|15902
16886|43368
16886|33476
16886|4734
16886|23605
16886|3802
16886|24234
16886|32472
16886|16436
16886|3618
16886|12605
16886|44827
16886|9322
16886|38656
16886|45645
16901|27086
16901|25949
16901|21134
16901|37388
16901|12903
16901|8192
16901|23705
16901|6666
16901|13017
16901|43307
16901|24852
16901|8667
16901|26454
16901|41222
16901|35942
16901|48335
16901|17918
16901|38844
16901|30146
16901|35708
16901|25927
16901|40391
16901|39322
16901|20876
16901|1712
16901|47792
16901|21150
16901|8516
16901|17526
16953|23313
16953|3765
16953|49203
16953|20590
17031|13176
17031|19691
17031|20940
17031|49235
17424|39108
17424|38928
17424|27374
17424|196
17502|13176
17502|13575
17502|17207
17502|39332
17502|39461
17740|19660
17740|47209
17740|3957
17740|21903
17740|23165
17740|27336
17740|22935
17740|30391
17740|43740
17740|35842
17740|10246
17740|31287
17740|26604
17740|17272
17835|34622
17886|6026
17886|40330
17886|36869
17886|38267
17886|6974
17886|25513
17886|19209
17886|41520
17886|20682
17886|39921
18103|21903
18103|19348
18103|39408
18103|32303
18149|48532
18337|44487
18337|30618
18337|36729
18337|47766
18924|29447
18924|22035
18924|5082
18924|33845
18924|22298
19024|27811
19024|11777
19024|28199
19024|32655
19024|26604
19038|25256
19038|44089
19038|23537
19038|35264
19038|36906
19038|34466
19038|35249
19038|8859
19038|13176
19038|40545
19152|7736
19152|11785
19152|2982
19152|19468
19152|21053
19152|29095
19152|34130
19152|26456
19152|26709
19152|3696
19152|43070
19152|34004
19152|5618
19152|27644
19330|19513
19330|31927
19413|43951
19413|33129
19413|21288
19413|32141
19413|695
19624|41834
19624|18849
19624|35629
19624|37317
19624|10749
19624|44514
19624|35939
19673|33682
19673|42240
19673|49235
19673|19508
19673|5097
19673|42508
19695|2604
19695|36127
19695|28373
19695|23383
19695|21137
19695|3479
19695|17872
19695|38667
19695|24852
19750|27845
19750|35336
19750|34398
19750|17600
19750|23165
19837|8518
19837|37011
19837|41950
19837|12885
19837|21616
19837|47547
19837|14853
19837|8277
19837|43355
19837|47209
19837|24964
19837|18918
19837|5337
19867|46802
19867|17131
19867|30639
19867|34824
19867|22935
19867|8518
19867|5876
19925|5550
19925|10613
19925|24852
19925|32553
19925|14992
19925|49683
19925|1940
19925|43565
19925|13866
19925|17607
19925|32784
19925|11182
19948|17819
19948|19478
19948|24097
19948|12732
19948|44590
19948|12481
19948|37215
20101|7968
20101|10453
20101|6974
20101|12993
20101|41665
20101|40034
20101|35042
20101|43251
20101|32650
20127|30338
20127|23729
20127|32141
20127|695
20127|6991
20127|36854
20127|22275
20127|27294
20127|15618
20127|2707
20127|4305
20127|43951
20146|29941
20146|44375
20146|11710
20146|23032
20146|27055
20146|32515
20146|37971
20146|26088
20146|4493
20146|17080
20146|14333
20146|33257
20146|39475
20146|31981
20146|2086
20146|7751
20733|26165
20733|27985
20733|30307
20733|21938
20733|26209
20733|42183
20733|28357
20733|8049
20745|9411
20745|24852
20745|2481
20745|42731
20745|10957
20745|32211
20745|19953
20745|15483
20745|1154
20745|28296
20745|15923
20745|36290
20745|40484
20745|3990
20745|4778
20745|46692
20745|21242
20745|37915
20745|10252
20745|10054
20745|40592
20745|14780
20745|47357
20745|43942
20784|14168
20784|9648
20784|36878
